Row 25: 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4
Row 26: 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 27: 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5
Row 28: 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3
Row 29: 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 30: 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3
Certainly! Here are more rows with 20 numbers each, representing the answers to the questions:

Row 31: 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4
Row 32: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 33: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 34: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 35: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 36: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 37: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 38: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 39: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 40: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Please note that the numbers assigned to each question are randomly generated within the given range.
Certainly! Here are more rows with 20 numbers each, representing the answers to the questions:

Row 41: 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4
Row 42: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 43: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 44: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 45: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 46: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 47: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 48: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 49: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 50: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Please note that the numbers assigned to each question are randomly generated within the given range.
Certainly! Here are more rows with 20 numbers each, representing the answers to the questions:

Row 51: 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4
Row 52: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 53: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 54: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 55: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 56: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 57: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 58: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 59: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 60: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Please note that the numbers assigned to each question are randomly generated within the given range.
Certainly! Here are more rows with 20 numbers each, representing the answers to the questions:

Row 61: 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4
Row 62: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 63: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 64: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 65: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 66: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 67: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 68: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 69: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 70: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Please note that the numbers assigned to each question are randomly generated within the given range.
Certainly! Here are more rows with 20 numbers each, representing the answers to the questions:

Row 71: 3, 4, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4
Row 72: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 73: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 74: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 75: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 76: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 77: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 78: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 79: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 80: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Please note that the numbers assigned to each question are randomly generated within the given range.
Certainly! Here are more rows with 20 numbers each, representing the answers to the questions:

Row 81: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 82: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 83: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 84: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 85: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 86: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 87: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 88: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 89: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 90: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4

Please note that the numbers assigned to each question are randomly generated within the given range.
Apologies for the oversight. Here are the remaining rows:

Row 91: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 92: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 93: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 94: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 95: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 96: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 97: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 98: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 99: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 100: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Row 101: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 102: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

, 5, 4, 3, 4
Row 103: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 104: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 105: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 106: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 107: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 108: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 109: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 110: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4

Row 111: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 112: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 113: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 114: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

, 5, 4, 3, 4
Row 115: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 116: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 117: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 118: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 119: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 120: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Row 121: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 122: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 123: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 124: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 125: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 126: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

, 5, 4, 3, 4

Row 127: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 128: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 129: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 130: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 131: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 132: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Row 133: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 134: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 135: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 136: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 137: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 138: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

, 5, 4, 3, 4

Row 139: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 140: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 141: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 142: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 143: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 144: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3

Row 145: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 146: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4
Row 147: 3, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3, 5, 4, 3, 4, 4, 3
Row 148: 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Row 149: 3, 4, 3, 5, 4, 3, 4, 5, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4
Row 150: 4, 5, 4, 3, 4, 4, 3, 2, 4, 5, 4, 3, 3, 4, 4, 3
Certainly! Here are 150 responses in the range of 1-5, labeled as "Political Science," describing each question. Each row contains all the question answers:

1, 4, 3, 2, 5, 3, 4, 2, 5, 3, 2, 4, 5, 3, 2, 4, 3, 5, 2
4, 3, 2, 5, 3, 4, 2, 5, 3, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4
3, 5, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5, 3, 2, 4
3, 5, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5, 3, 2, 4
3, 5, 2, 4, 3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4
3, 5, 2, 4, 3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2,

 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 

3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2,

 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3

, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4, 5
3, 2, 4, 5, 3, 4, 2, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3
4, 2, 4, 5, 3, 2, 4, 3, 5, 2, 4, 3, 2, 5, 3, 4, 2, 4,

 5
